<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.RTS-12.18,1,16/11/18,23:40,113270,113330,113270,113320,331
SPFB.RTS-12.18,1,16/11/18,23:41,113320,113350,113310,113310,361
SPFB.RTS-12.18,1,16/11/18,23:42,113320,113320,113290,113290,276
SPFB.RTS-12.18,1,16/11/18,23:43,113290,113320,113280,113300,155
SPFB.RTS-12.18,1,16/11/18,23:44,113300,113330,113280,113330,118
SPFB.RTS-12.18,1,16/11/18,23:45,113320,113370,113320,113360,199
SPFB.RTS-12.18,1,16/11/18,23:46,113360,113440,113360,113420,391
SPFB.RTS-12.18,1,16/11/18,23:47,113420,113450,113420,113450,226
SPFB.RTS-12.18,1,16/11/18,23:48,113420,113440,113400,113400,182
SPFB.RTS-12.18,1,16/11/18,23:49,113400,113430,113370,113370,313
SPFB.RTS-12.18,1,16/11/18,23:50,113380,113490,113340,113400,669
SPFB.RTS-12.18,1,18/12/18,10:01,110080,110250,109570,109820,4505
SPFB.RTS-12.18,1,18/12/18,10:02,109820,109980,109820,109880,1700
SPFB.RTS-12.18,1,18/12/18,10:03,109880,109920,109820,109840,1024
SPFB.RTS-12.18,1,18/12/18,10:04,109850,109860,109720,109820,1583
SPFB.RTS-12.18,1,18/12/18,10:05,109810,110020,109800,110020,1901
SPFB.RTS-12.18,1,18/12/18,10:06,110030,110030,109830,109900,1093
SPFB.RTS-12.18,1,18/12/18,10:07,109900,109910,109840,109860,389
SPFB.RTS-12.18,1,18/12/18,10:08,109840,109890,109730,109760,1310
SPFB.RTS-12.18,1,18/12/18,10:09,109760,109920,109750,109830,1156
SPFB.RTS-12.18,1,18/12/18,10:10,109830,109900,109810,109880,465
SPFB.RTS-12.18,1,18/12/18,10:11,109890,109900,109820,109820,595
SPFB.RTS-12.18,1,18/12/18,10:12,109830,109970,109780,109940,1339
SPFB.RTS-12.18,1,18/12/18,10:13,109920,110060,109890,109910,1337
SPFB.RTS-12.18,1,18/12/18,10:14,109910,109950,109820,109840,939
SPFB.RTS-12.18,1,18/12/18,10:15,109840,109840,109690,109710,1433
SPFB.RTS-12.18,1,18/12/18,10:16,109700,109790,109660,109740,1596
SPFB.RTS-12.18,1,18/12/18,10:17,109730,109750,109650,109670,1233
SPFB.RTS-12.18,1,18/12/18,10:18,109660,109740,109620,109720,1567
SPFB.RTS-12.18,1,18/12/18,10:19,109720,109800,109680,109680,1092
SPFB.RTS-12.18,1,18/12/18,10:20,109670,109720,109660,109710,1210
SPFB.RTS-12.18,1,18/12/18,10:21,109710,109730,109670,109690,334
SPFB.RTS-12.18,1,18/12/18,10:22,109700,109730,109630,109710,980
SPFB.RTS-12.18,1,18/12/18,10:23,109720,109780,109690,109780,931
SPFB.RTS-12.18,1,18/12/18,10:24,109780,109780,109700,109700,922
SPFB.RTS-12.18,1,18/12/18,10:25,109710,109730,109700,109700,407
SPFB.RTS-12.18,1,18/12/18,10:26,109700,109720,109580,109610,1578
SPFB.RTS-12.18,1,18/12/18,10:27,109600,109640,109550,109640,1202
SPFB.RTS-12.18,1,18/12/18,10:28,109630,109690,109610,109690,1179
SPFB.RTS-12.18,1,18/12/18,10:29,109690,109700,109530,109530,1096
SPFB.RTS-12.18,1,18/12/18,10:30,109530,109580,109460,109490,3151
SPFB.RTS-12.18,1,18/12/18,10:31,109480,109530,109480,109490,1305
SPFB.RTS-12.18,1,18/12/18,10:32,109490,109570,109460,109560,1430
SPFB.RTS-12.18,1,18/12/18,10:33,109560,109560,109440,109500,868
SPFB.RTS-12.18,1,18/12/18,10:34,109500,109550,109480,109540,689
SPFB.RTS-12.18,1,18/12/18,10:35,109530,109570,109500,109550,575
SPFB.RTS-12.18,1,18/12/18,10:36,109540,109570,109510,109540,778
SPFB.RTS-12.18,1,18/12/18,10:37,109530,109590,109520,109580,598
SPFB.RTS-12.18,1,18/12/18,10:38,109590,109600,109560,109600,345
SPFB.RTS-12.18,1,18/12/18,10:39,109600,109640,109590,109640,886
SPFB.RTS-12.18,1,18/12/18,10:40,109630,109670,109590,109670,584
SPFB.RTS-12.18,1,18/12/18,10:41,109670,109760,109660,109730,1185
SPFB.RTS-12.18,1,18/12/18,10:42,109730,109730,109660,109690,790
SPFB.RTS-12.18,1,18/12/18,10:43,109690,109750,109660,109730,1106
SPFB.RTS-12.18,1,18/12/18,10:44,109720,109790,109690,109700,717
SPFB.RTS-12.18,1,18/12/18,10:45,109700,109720,109650,109670,581
SPFB.RTS-12.18,1,18/12/18,10:46,109670,109690,109650,109660,410
SPFB.RTS-12.18,1,18/12/18,10:47,109650,109830,109650,109780,1009
SPFB.RTS-12.18,1,18/12/18,10:48,109770,109780,109740,109770,439
SPFB.RTS-12.18,1,18/12/18,10:49,109770,109840,109760,109780,606
SPFB.RTS-12.18,1,18/12/18,10:50,109780,109850,109780,109820,481
SPFB.RTS-12.18,1,18/12/18,10:51,109820,109850,109780,109810,850
SPFB.RTS-12.18,1,18/12/18,10:52,109800,109820,109740,109740,547
SPFB.RTS-12.18,1,18/12/18,10:53,109730,109740,109670,109690,557
SPFB.RTS-12.18,1,18/12/18,10:54,109690,109720,109650,109700,675
SPFB.RTS-12.18,1,18/12/18,10:55,109690,109730,109680,109730,404
SPFB.RTS-12.18,1,18/12/18,10:56,109720,109730,109670,109730,419
SPFB.RTS-12.18,1,18/12/18,10:57,109730,109860,109720,109840,1933
SPFB.RTS-12.18,1,18/12/18,10:58,109840,109870,109780,109780,728
SPFB.RTS-12.18,1,18/12/18,10:59,109790,109850,109790,109830,368
SPFB.RTS-12.18,1,18/12/18,11:00,109820,109930,109820,109900,834
SPFB.RTS-12.18,1,18/12/18,11:01,109900,109910,109810,109850,1028
SPFB.RTS-12.18,1,18/12/18,11:02,109860,109990,109800,109920,1479
SPFB.RTS-12.18,1,18/12/18,11:03,109910,109930,109810,109840,995
SPFB.RTS-12.18,1,18/12/18,11:04,109850,109870,109800,109830,646
SPFB.RTS-12.18,1,18/12/18,11:05,109830,109850,109690,109720,1526
SPFB.RTS-12.18,1,18/12/18,11:06,109720,109760,109670,109750,1407
SPFB.RTS-12.18,1,18/12/18,11:07,109750,109800,109730,109790,588
SPFB.RTS-12.18,1,18/12/18,11:08,109790,109880,109760,109880,821
SPFB.RTS-12.18,1,18/12/18,11:09,109880,110050,109820,109990,2111
SPFB.RTS-12.18,1,18/12/18,11:10,109990,110070,109950,110010,1696
SPFB.RTS-12.18,1,18/12/18,11:11,110010,110020,109910,109940,688
SPFB.RTS-12.18,1,18/12/18,11:12,109940,109950,109820,109850,527
SPFB.RTS-12.18,1,18/12/18,11:13,109850,109890,109810,109870,562
SPFB.RTS-12.18,1,18/12/18,11:14,109890,109890,109840,109870,327
SPFB.RTS-12.18,1,18/12/18,11:15,109870,109900,109820,109880,395
SPFB.RTS-12.18,1,18/12/18,11:16,109890,109950,109870,109870,943
SPFB.RTS-12.18,1,18/12/18,11:17,109880,109900,109850,109880,647
SPFB.RTS-12.18,1,18/12/18,11:18,109880,109920,109860,109860,936
SPFB.RTS-12.18,1,18/12/18,11:19,109870,109930,109860,109870,1214
SPFB.RTS-12.18,1,18/12/18,11:20,109860,109900,109820,109890,739
SPFB.RTS-12.18,1,18/12/18,11:21,109890,109970,109830,109830,916
SPFB.RTS-12.18,1,18/12/18,11:22,109830,109910,109820,109890,395
SPFB.RTS-12.18,1,18/12/18,11:23,109910,109940,109890,109890,286
SPFB.RTS-12.18,1,18/12/18,11:24,109910,109940,109880,109930,352
SPFB.RTS-12.18,1,18/12/18,11:25,109930,109970,109850,109930,576
SPFB.RTS-12.18,1,18/12/18,11:26,109940,110010,109920,109950,688
SPFB.RTS-12.18,1,18/12/18,11:27,109950,109960,109800,109850,811
SPFB.RTS-12.18,1,18/12/18,11:28,109870,109870,109720,109740,1160
SPFB.RTS-12.18,1,18/12/18,11:29,109740,109860,109730,109810,718
SPFB.RTS-12.18,1,18/12/18,11:30,109790,109840,109770,109780,353
SPFB.RTS-12.18,1,18/12/18,11:31,109780,109970,109780,109940,1047
SPFB.RTS-12.18,1,18/12/18,11:32,109940,110040,109940,110030,1002
SPFB.RTS-12.18,1,18/12/18,11:33,110040,110050,109940,109950,564
SPFB.RTS-12.18,1,18/12/18,11:34,109970,110000,109960,110000,238
SPFB.RTS-12.18,1,18/12/18,11:35,109990,110020,109980,109990,215
SPFB.RTS-12.18,1,18/12/18,11:36,110000,110010,109930,109980,505
SPFB.RTS-12.18,1,18/12/18,11:37,109990,109990,109930,109970,213
SPFB.RTS-12.18,1,18/12/18,11:38,109970,110030,109930,110000,547
SPFB.RTS-12.18,1,18/12/18,11:39,110000,110030,109980,110020,432
SPFB.RTS-12.18,1,18/12/18,11:40,110040,110140,110020,110060,1132
SPFB.RTS-12.18,1,18/12/18,11:41,110070,110160,110040,110040,764
SPFB.RTS-12.18,1,18/12/18,11:42,110060,110060,109980,109980,510
SPFB.RTS-12.18,1,18/12/18,11:43,109970,110020,109930,109940,826
SPFB.RTS-12.18,1,18/12/18,11:44,109950,109970,109850,109910,977
SPFB.RTS-12.18,1,18/12/18,11:45,109900,109930,109810,109880,622
SPFB.RTS-12.18,1,18/12/18,11:46,109880,109920,109860,109880,591
SPFB.RTS-12.18,1,18/12/18,11:47,109890,109900,109740,109770,830
SPFB.RTS-12.18,1,18/12/18,11:48,109780,109810,109710,109810,727
SPFB.RTS-12.18,1,18/12/18,11:49,109810,109860,109760,109810,546
SPFB.RTS-12.18,1,18/12/18,11:50,109810,109860,109770,109850,487
SPFB.RTS-12.18,1,18/12/18,11:51,109840,109960,109830,109910,744
SPFB.RTS-12.18,1,18/12/18,11:52,109930,109950,109890,109890,334
SPFB.RTS-12.18,1,18/12/18,11:53,109890,109910,109860,109890,220
SPFB.RTS-12.18,1,18/12/18,11:54,109900,109950,109890,109920,299
SPFB.RTS-12.18,1,18/12/18,11:55,109910,109980,109900,109930,261
SPFB.RTS-12.18,1,18/12/18,11:56,109940,109950,109870,109870,209
SPFB.RTS-12.18,1,18/12/18,11:57,109870,109930,109870,109880,388
SPFB.RTS-12.18,1,18/12/18,11:58,109880,109900,109810,109820,504
SPFB.RTS-12.18,1,18/12/18,11:59,109830,109830,109680,109700,1610
SPFB.RTS-12.18,1,18/12/18,12:00,109680,109730,109650,109670,792
SPFB.RTS-12.18,1,18/12/18,12:01,109670,109680,109480,109500,2669
SPFB.RTS-12.18,1,18/12/18,12:02,109490,109560,109440,109510,1795
SPFB.RTS-12.18,1,18/12/18,12:03,109510,109530,109200,109220,5524
SPFB.RTS-12.18,1,18/12/18,12:04,109230,109320,109230,109260,2315
SPFB.RTS-12.18,1,18/12/18,12:05,109260,109290,109130,109170,2862
SPFB.RTS-12.18,1,18/12/18,12:06,109170,109210,109030,109040,3806
SPFB.RTS-12.18,1,18/12/18,12:07,109040,109170,109030,109140,1884
SPFB.RTS-12.18,1,18/12/18,12:08,109150,109170,109070,109150,1691
SPFB.RTS-12.18,1,18/12/18,12:09,109150,109180,109120,109160,947
SPFB.RTS-12.18,1,18/12/18,12:10,109150,109180,109120,109160,747
SPFB.RTS-12.18,1,18/12/18,12:11,109170,109290,109150,109270,1358
SPFB.RTS-12.18,1,18/12/18,12:12,109280,109330,109250,109320,1088
SPFB.RTS-12.18,1,18/12/18,12:13,109320,109410,109290,109410,1239
SPFB.RTS-12.18,1,18/12/18,12:14,109410,109420,109350,109390,534
SPFB.RTS-12.18,1,18/12/18,12:15,109400,109440,109380,109400,461
SPFB.RTS-12.18,1,18/12/18,12:16,109410,109450,109400,109450,387
SPFB.RTS-12.18,1,18/12/18,12:17,109440,109490,109430,109440,584
SPFB.RTS-12.18,1,18/12/18,12:18,109430,109470,109410,109430,524
SPFB.RTS-12.18,1,18/12/18,12:19,109430,109440,109350,109390,940
SPFB.RTS-12.18,1,18/12/18,12:20,109380,109430,109360,109420,517
SPFB.RTS-12.18,1,18/12/18,12:21,109420,109490,109410,109440,766
SPFB.RTS-12.18,1,18/12/18,12:22,109440,109470,109390,109450,597
SPFB.RTS-12.18,1,18/12/18,12:23,109460,109510,109430,109450,712
SPFB.RTS-12.18,1,18/12/18,12:24,109440,109440,109370,109410,570
SPFB.RTS-12.18,1,18/12/18,12:25,109400,109430,109380,109390,319
SPFB.RTS-12.18,1,18/12/18,12:26,109380,109450,109380,109420,364
SPFB.RTS-12.18,1,18/12/18,12:27,109430,109470,109380,109410,524
SPFB.RTS-12.18,1,18/12/18,12:28,109420,109420,109380,109400,359
SPFB.RTS-12.18,1,18/12/18,12:29,109390,109390,109350,109390,794
SPFB.RTS-12.18,1,18/12/18,12:30,109380,109390,109260,109270,934
SPFB.RTS-12.18,1,18/12/18,12:31,109260,109360,109260,109330,1064
SPFB.RTS-12.18,1,18/12/18,12:32,109330,109350,109280,109330,343
SPFB.RTS-12.18,1,18/12/18,12:33,109330,109360,109320,109330,285
SPFB.RTS-12.18,1,18/12/18,12:34,109340,109370,109300,109330,563
SPFB.RTS-12.18,1,18/12/18,12:35,109340,109380,109250,109370,781
SPFB.RTS-12.18,1,18/12/18,12:36,109370,109410,109340,109410,464
SPFB.RTS-12.18,1,18/12/18,12:37,109410,109450,109350,109350,916
SPFB.RTS-12.18,1,18/12/18,12:38,109360,109450,109350,109410,774
SPFB.RTS-12.18,1,18/12/18,12:39,109420,109550,109410,109540,1701
SPFB.RTS-12.18,1,18/12/18,12:40,109540,109580,109460,109480,1151
SPFB.RTS-12.18,1,18/12/18,12:41,109480,109550,109480,109500,645
SPFB.RTS-12.18,1,18/12/18,12:42,109510,109530,109490,109510,440
SPFB.RTS-12.18,1,18/12/18,12:43,109520,109520,109500,109510,358
SPFB.RTS-12.18,1,18/12/18,12:44,109520,109520,109450,109500,725
SPFB.RTS-12.18,1,18/12/18,12:45,109500,109510,109450,109460,374
SPFB.RTS-12.18,1,18/12/18,12:46,109470,109470,109390,109410,786
SPFB.RTS-12.18,1,18/12/18,12:47,109410,109470,109390,109460,547
SPFB.RTS-12.18,1,18/12/18,12:48,109470,109500,109440,109440,415
SPFB.RTS-12.18,1,18/12/18,12:49,109440,109560,109440,109550,609
SPFB.RTS-12.18,1,18/12/18,12:50,109550,109630,109540,109630,986
SPFB.RTS-12.18,1,18/12/18,12:51,109630,109680,109600,109610,1128
SPFB.RTS-12.18,1,18/12/18,12:52,109600,109630,109550,109630,785
SPFB.RTS-12.18,1,18/12/18,12:53,109640,109650,109590,109620,399
SPFB.RTS-12.18,1,18/12/18,12:54,109620,109780,109620,109700,1680
SPFB.RTS-12.18,1,18/12/18,12:55,109700,109820,109690,109800,1019
SPFB.RTS-12.18,1,18/12/18,12:56,109790,110000,109790,109920,3278
SPFB.RTS-12.18,1,18/12/18,12:57,109940,110010,109870,109930,1939
SPFB.RTS-12.18,1,18/12/18,12:58,109920,109940,109790,109800,1442
SPFB.RTS-12.18,1,18/12/18,12:59,109810,109810,109720,109730,858
SPFB.RTS-12.18,1,18/12/18,13:00,109730,109800,109700,109740,921
SPFB.RTS-12.18,1,18/12/18,13:01,109740,109800,109730,109790,517
SPFB.RTS-12.18,1,18/12/18,13:02,109790,109810,109750,109760,230
SPFB.RTS-12.18,1,18/12/18,13:03,109770,109770,109700,109730,255
SPFB.RTS-12.18,1,18/12/18,13:04,109720,109750,109720,109730,198
SPFB.RTS-12.18,1,18/12/18,13:05,109740,109740,109650,109690,524
SPFB.RTS-12.18,1,18/12/18,13:06,109680,109720,109610,109670,1021
SPFB.RTS-12.18,1,18/12/18,13:07,109690,109710,109650,109710,318
SPFB.RTS-12.18,1,18/12/18,13:08,109710,109740,109660,109680,476
SPFB.RTS-12.18,1,18/12/18,13:09,109690,109740,109670,109720,521
SPFB.RTS-12.18,1,18/12/18,13:10,109730,109780,109680,109690,947
SPFB.RTS-12.18,1,18/12/18,13:11,109690,109730,109690,109710,261
SPFB.RTS-12.18,1,18/12/18,13:12,109710,109720,109690,109710,205
SPFB.RTS-12.18,1,18/12/18,13:13,109710,109710,109610,109610,422
SPFB.RTS-12.18,1,18/12/18,13:14,109620,109670,109600,109630,324
SPFB.RTS-12.18,1,18/12/18,13:15,109630,109650,109540,109610,702
SPFB.RTS-12.18,1,18/12/18,13:16,109610,109610,109510,109570,646
SPFB.RTS-12.18,1,18/12/18,13:17,109570,109600,109550,109590,286
SPFB.RTS-12.18,1,18/12/18,13:18,109580,109610,109580,109610,160
SPFB.RTS-12.18,1,18/12/18,13:19,109600,109630,109600,109620,228
SPFB.RTS-12.18,1,18/12/18,13:20,109630,109650,109570,109600,490
SPFB.RTS-12.18,1,18/12/18,13:21,109590,109660,109570,109640,246
SPFB.RTS-12.18,1,18/12/18,13:22,109650,109790,109650,109770,993
SPFB.RTS-12.18,1,18/12/18,13:23,109760,109780,109720,109770,547
SPFB.RTS-12.18,1,18/12/18,13:24,109770,109780,109680,109700,436
SPFB.RTS-12.18,1,18/12/18,13:25,109700,109720,109680,109720,204
SPFB.RTS-12.18,1,18/12/18,13:26,109720,109750,109700,109700,228
SPFB.RTS-12.18,1,18/12/18,13:27,109710,109710,109650,109680,483
SPFB.RTS-12.18,1,18/12/18,13:28,109680,109710,109670,109700,262
SPFB.RTS-12.18,1,18/12/18,13:29,109690,109740,109690,109740,309
SPFB.RTS-12.18,1,18/12/18,13:30,109740,109790,109720,109790,572
SPFB.RTS-12.18,1,18/12/18,13:31,109780,109820,109750,109750,750
SPFB.RTS-12.18,1,18/12/18,13:32,109740,109780,109740,109750,211
SPFB.RTS-12.18,1,18/12/18,13:33,109750,109750,109710,109730,235
SPFB.RTS-12.18,1,18/12/18,13:34,109740,109740,109620,109660,706
SPFB.RTS-12.18,1,18/12/18,13:35,109650,109660,109480,109510,1051
SPFB.RTS-12.18,1,18/12/18,13:36,109520,109590,109510,109580,406
SPFB.RTS-12.18,1,18/12/18,13:37,109580,109580,109510,109510,271
SPFB.RTS-12.18,1,18/12/18,13:38,109510,109560,109480,109560,461
SPFB.RTS-12.18,1,18/12/18,13:39,109560,109560,109480,109530,233
SPFB.RTS-12.18,1,18/12/18,13:40,109530,109580,109490,109500,321
SPFB.RTS-12.18,1,18/12/18,13:41,109490,109510,109420,109470,620
SPFB.RTS-12.18,1,18/12/18,13:42,109480,109520,109460,109460,366
SPFB.RTS-12.18,1,18/12/18,13:43,109460,109470,109310,109420,2321
SPFB.RTS-12.18,1,18/12/18,13:44,109420,109420,109350,109380,845
SPFB.RTS-12.18,1,18/12/18,13:45,109370,109400,109320,109370,654
SPFB.RTS-12.18,1,18/12/18,13:46,109370,109380,109330,109360,464
SPFB.RTS-12.18,1,18/12/18,13:47,109360,109400,109320,109400,431
SPFB.RTS-12.18,1,18/12/18,13:48,109390,109410,109370,109390,346
SPFB.RTS-12.18,1,18/12/18,13:49,109390,109410,109360,109360,244
SPFB.RTS-12.18,1,18/12/18,13:50,109370,109370,109290,109370,691
SPFB.RTS-12.18,1,18/12/18,13:51,109350,109390,109330,109370,391
SPFB.RTS-12.18,1,18/12/18,13:52,109360,109430,109360,109370,715
SPFB.RTS-12.18,1,18/12/18,13:53,109370,109410,109300,109380,482
SPFB.RTS-12.18,1,18/12/18,13:54,109370,109440,109370,109400,363
SPFB.RTS-12.18,1,18/12/18,13:55,109380,109460,109330,109450,956
SPFB.RTS-12.18,1,18/12/18,13:56,109450,109490,109390,109410,597
SPFB.RTS-12.18,1,18/12/18,13:57,109420,109480,109390,109460,295
SPFB.RTS-12.18,1,18/12/18,13:58,109450,109490,109420,109420,361
SPFB.RTS-12.18,1,18/12/18,13:59,109430,109440,109400,109430,113
SPFB.RTS-12.18,1,18/12/18,14:00,109420,109450,109380,109420,402
SPFB.RTS-12.18,1,18/12/18,14:06,109420,109560,109400,109520,1449
SPFB.RTS-12.18,1,18/12/18,14:07,109520,109550,109430,109460,521
SPFB.RTS-12.18,1,18/12/18,14:08,109460,109460,109390,109400,655
SPFB.RTS-12.18,1,18/12/18,14:09,109410,109530,109400,109460,817
SPFB.RTS-12.18,1,18/12/18,14:10,109450,109540,109450,109490,384
SPFB.RTS-12.18,1,18/12/18,14:11,109490,109520,109470,109520,175
SPFB.RTS-12.18,1,18/12/18,14:12,109520,109540,109460,109520,399
SPFB.RTS-12.18,1,18/12/18,14:13,109520,109530,109470,109510,312
SPFB.RTS-12.18,1,18/12/18,14:14,109510,109550,109500,109520,663
SPFB.RTS-12.18,1,18/12/18,14:15,109540,109580,109500,109530,750
SPFB.RTS-12.18,1,18/12/18,14:16,109530,109570,109530,109540,232
SPFB.RTS-12.18,1,18/12/18,14:17,109550,109580,109510,109540,260
SPFB.RTS-12.18,1,18/12/18,14:18,109540,109560,109450,109480,412
SPFB.RTS-12.18,1,18/12/18,14:19,109470,109520,109460,109460,210
SPFB.RTS-12.18,1,18/12/18,14:20,109470,109540,109460,109500,358
SPFB.RTS-12.18,1,18/12/18,14:21,109500,109510,109430,109450,431
SPFB.RTS-12.18,1,18/12/18,14:22,109470,109490,109430,109450,288
SPFB.RTS-12.18,1,18/12/18,14:23,109470,109500,109420,109430,339
SPFB.RTS-12.18,1,18/12/18,14:24,109430,109440,109420,109430,177
SPFB.RTS-12.18,1,18/12/18,14:25,109420,109460,109410,109440,279
SPFB.RTS-12.18,1,18/12/18,14:26,109440,109510,109440,109490,576
SPFB.RTS-12.18,1,18/12/18,14:27,109490,109500,109470,109470,231
SPFB.RTS-12.18,1,18/12/18,14:28,109480,109520,109470,109520,316
SPFB.RTS-12.18,1,18/12/18,14:29,109520,109570,109480,109500,586
SPFB.RTS-12.18,1,18/12/18,14:30,109490,109500,109450,109490,261
SPFB.RTS-12.18,1,18/12/18,14:31,109490,109510,109440,109440,280
SPFB.RTS-12.18,1,18/12/18,14:32,109440,109490,109430,109460,355
SPFB.RTS-12.18,1,18/12/18,14:33,109480,109480,109410,109420,179
SPFB.RTS-12.18,1,18/12/18,14:34,109420,109470,109420,109460,202
SPFB.RTS-12.18,1,18/12/18,14:35,109460,109470,109380,109400,445
SPFB.RTS-12.18,1,18/12/18,14:36,109400,109430,109370,109370,239
SPFB.RTS-12.18,1,18/12/18,14:37,109370,109390,109330,109390,326
SPFB.RTS-12.18,1,18/12/18,14:38,109390,109410,109370,109400,166
SPFB.RTS-12.18,1,18/12/18,14:39,109390,109440,109380,109410,237
SPFB.RTS-12.18,1,18/12/18,14:40,109420,109430,109380,109430,166
SPFB.RTS-12.18,1,18/12/18,14:41,109440,109460,109420,109440,186
SPFB.RTS-12.18,1,18/12/18,14:42,109450,109490,109430,109490,191
SPFB.RTS-12.18,1,18/12/18,14:43,109490,109510,109470,109500,338
SPFB.RTS-12.18,1,18/12/18,14:44,109490,109550,109450,109450,993
SPFB.RTS-12.18,1,18/12/18,14:45,109450,109470,109450,109450,174
SPFB.RTS-12.18,1,18/12/18,14:46,109460,109530,109450,109510,298
SPFB.RTS-12.18,1,18/12/18,14:47,109510,109530,109440,109440,327
SPFB.RTS-12.18,1,18/12/18,14:48,109440,109460,109430,109450,310
SPFB.RTS-12.18,1,18/12/18,14:49,109460,109460,109410,109450,332
SPFB.RTS-12.18,1,18/12/18,14:50,109440,109450,109340,109340,464
SPFB.RTS-12.18,1,18/12/18,14:51,109340,109380,109310,109380,527
SPFB.RTS-12.18,1,18/12/18,14:52,109370,109400,109340,109370,216
SPFB.RTS-12.18,1,18/12/18,14:53,109370,109400,109350,109380,215
SPFB.RTS-12.18,1,18/12/18,14:54,109370,109390,109350,109390,125
SPFB.RTS-12.18,1,18/12/18,14:55,109380,109380,109300,109330,338
SPFB.RTS-12.18,1,18/12/18,14:56,109320,109340,109260,109320,706
SPFB.RTS-12.18,1,18/12/18,14:57,109320,109320,109230,109280,802
SPFB.RTS-12.18,1,18/12/18,14:58,109290,109300,109260,109300,289
SPFB.RTS-12.18,1,18/12/18,14:59,109300,109300,109230,109270,663
SPFB.RTS-12.18,1,18/12/18,15:00,109280,109310,109250,109310,373
SPFB.RTS-12.18,1,18/12/18,15:01,109300,109350,109290,109340,379
SPFB.RTS-12.18,1,18/12/18,15:02,109360,109360,109320,109320,309
SPFB.RTS-12.18,1,18/12/18,15:03,109320,109390,109320,109320,647
SPFB.RTS-12.18,1,18/12/18,15:04,109320,109360,109280,109360,282
SPFB.RTS-12.18,1,18/12/18,15:05,109350,109370,109320,109330,236
SPFB.RTS-12.18,1,18/12/18,15:06,109340,109340,109260,109260,392
SPFB.RTS-12.18,1,18/12/18,15:07,109260,109270,109210,109230,611
SPFB.RTS-12.18,1,18/12/18,15:08,109220,109250,109210,109230,725
SPFB.RTS-12.18,1,18/12/18,15:09,109230,109240,109190,109210,689
SPFB.RTS-12.18,1,18/12/18,15:10,109210,109220,109180,109220,491
SPFB.RTS-12.18,1,18/12/18,15:11,109220,109270,109200,109250,408
SPFB.RTS-12.18,1,18/12/18,15:12,109240,109250,109210,109240,208
SPFB.RTS-12.18,1,18/12/18,15:13,109240,109270,109230,109270,222
SPFB.RTS-12.18,1,18/12/18,15:14,109270,109270,109240,109270,253
SPFB.RTS-12.18,1,18/12/18,15:15,109280,109300,109240,109250,314
SPFB.RTS-12.18,1,18/12/18,15:16,109240,109260,109230,109250,171
SPFB.RTS-12.18,1,18/12/18,15:17,109240,109250,109190,109220,270
SPFB.RTS-12.18,1,18/12/18,15:18,109210,109250,109200,109250,74
SPFB.RTS-12.18,1,18/12/18,15:19,109250,109350,109230,109320,700
SPFB.RTS-12.18,1,18/12/18,15:20,109320,109340,109310,109330,206
SPFB.RTS-12.18,1,18/12/18,15:21,109340,109360,109320,109340,343
SPFB.RTS-12.18,1,18/12/18,15:22,109340,109390,109330,109370,395
SPFB.RTS-12.18,1,18/12/18,15:23,109380,109390,109340,109360,395
SPFB.RTS-12.18,1,18/12/18,15:24,109360,109360,109340,109360,150
SPFB.RTS-12.18,1,18/12/18,15:25,109360,109370,109300,109320,262
SPFB.RTS-12.18,1,18/12/18,15:26,109340,109350,109330,109350,86
SPFB.RTS-12.18,1,18/12/18,15:27,109350,109360,109320,109350,210
SPFB.RTS-12.18,1,18/12/18,15:28,109350,109380,109320,109370,192
SPFB.RTS-12.18,1,18/12/18,15:29,109370,109370,109330,109340,164
SPFB.RTS-12.18,1,18/12/18,15:30,109340,109340,109280,109290,157
SPFB.RTS-12.18,1,18/12/18,15:31,109290,109340,109280,109330,239
SPFB.RTS-12.18,1,18/12/18,15:32,109330,109360,109320,109360,103
SPFB.RTS-12.18,1,18/12/18,15:33,109360,109420,109350,109380,651
SPFB.RTS-12.18,1,18/12/18,15:34,109370,109450,109370,109380,484
SPFB.RTS-12.18,1,18/12/18,15:35,109390,109440,109380,109440,195
SPFB.RTS-12.18,1,18/12/18,15:36,109440,109470,109420,109460,380
SPFB.RTS-12.18,1,18/12/18,15:37,109440,109470,109410,109460,467
SPFB.RTS-12.18,1,18/12/18,15:38,109450,109470,109440,109450,197
SPFB.RTS-12.18,1,18/12/18,15:39,109450,109460,109380,109400,292
SPFB.RTS-12.18,1,18/12/18,15:40,109390,109460,109390,109440,412
SPFB.RTS-12.18,1,18/12/18,15:41,109450,109460,109430,109440,187
SPFB.RTS-12.18,1,18/12/18,15:42,109440,109460,109430,109450,122
SPFB.RTS-12.18,1,18/12/18,15:43,109450,109480,109430,109480,205
SPFB.RTS-12.18,1,18/12/18,15:44,109480,109560,109460,109550,1068
SPFB.RTS-12.18,1,18/12/18,15:45,109560,109560,109470,109490,611
SPFB.RTS-12.18,1,18/12/18,15:46,109490,109610,109460,109580,1082
SPFB.RTS-12.18,1,18/12/18,15:47,109580,109730,109540,109700,4825
SPFB.RTS-12.18,1,18/12/18,15:48,109710,109760,109670,109730,1487
SPFB.RTS-12.18,1,18/12/18,15:49,109730,109740,109650,109660,1137
